"title","type","director","cast","country","rating","listed_in","date_added_formatted","duration_value","duration_unit"
"q-force","tv show","unknown","sean hayes, wanda sykes, laurie metcalf, david harbour, gary cole, patti harrison, matt rogers","united states","tv-ma","crime tv shows, tv action & adventure, tv comedies","2021-09-02","1","Season"
"shikara","movie","vidhu vinod chopra","aadil khan, sadia khateeb, zain khan durrani, priyanshu chatterjee, bhavna chauhan, ashwin dhar, farid azad khan, saghar sehrai","india","tv-14","dramas, international movies, romantic movies","2021-09-02","115","min"
"a cinderella story","movie","mark rosman","hilary duff, chad michael murray, jennifer coolidge, dan byrd, regina king, julie gonzalo, lin shaye, madeline zima, andrea avery, mary pat gleason, paul rodriguez, whip hubley, kevin kilner, erica hubbard, simon helberg","united states, canada","pg","children & family movies, comedies","2021-09-01","95","min"
"agatha christie's crooked house","movie","gilles paquet-brenner","glenn close, terence stamp, max irons, gillian anderson, christina hendricks, stefanie martini, julian sands, honor kneafsey, christian mckay, amanda abbington","unknown","pg-13","dramas, international movies, thrillers","2021-09-01","115","min"
"an unfinished life","movie","lasse hallström","robert redford, jennifer lopez, morgan freeman, josh lucas, damian lewis, camryn manheim, becca gardner, lynda boyd, rob hayter, p. lynn johnson","germany, united states","pg-13","dramas","2021-09-01","108","min"
"barbie big city big dreams","movie","scott pleydell-pearce","america young, amber may, giselle fernandez, alejandro saab, dinora walcott","unknown","tv-y","children & family movies, music & musicals","2021-09-01","63","min"
"blade runner: the final cut","movie","ridley scott","harrison ford, rutger hauer, sean young, edward james olmos, m. emmet walsh, daryl hannah, william sanderson, brion james, joe turkel, joanna cassidy, james hong, morgan paull","united states","r","action & adventure, classic movies, cult movies","2021-09-01","117","min"
"brave animated series","tv show","unknown","tseng yun-fan, kao yun-shuo, chiang ching-yen, meng ching-fu, huang bai-wei, ma kuo-yao, chen yen-chun, sun ke-fang, kai yang-niu, chen yu-wen, nick liao, lin kai-ling, mickey huang, liu kuan-ting, jiang du-hui","unknown","tv-ma","international tv shows, tv action & adventure, tv comedies","2021-09-01","1","Season"
"chappie","movie","neill blomkamp","sharlto copley, hugh jackman, sigourney weaver, dev patel, ninja, yo-landi visser, jose pablo cantillo, brandon auret, johnny selema, maurice carpede","south africa, united states","r","action & adventure, sci-fi & fantasy","2021-09-01","121","min"
"clear and present danger","movie","phillip noyce","harrison ford, willem dafoe, anne archer, joaquim de almeida, henry czerny, harris yulin, donald moffat, miguel sandoval, benjamin bratt, dean jones, thora birch, james earl jones, raymond cruz","united states, mexico","pg-13","action & adventure, dramas","2021-09-01","142","min"
"cliffhanger","movie","renny harlin","sylvester stallone, john lithgow, michael rooker, janine turner, rex linn, caroline goodall, leon, craig fairbrass, ralph waite, max perlich, paul winfield","united states, italy, france, japan","r","action & adventure","2021-09-01","113","min"
"cold mountain","movie","anthony minghella","jude law, nicole kidman, renée zellweger, eileen atkins, brendan gleeson, philip seymour hoffman, natalie portman, giovanni ribisi, donald sutherland, ray winstone","united states, italy, romania, united kingdom","r","dramas, romantic movies","2021-09-01","154","min"
"crocodile dundee in los angeles","movie","simon wincer","paul hogan, linda kozlowski, jere burns, jonathan banks, aida turturro, alec wilson, gerry skilton, steve rackman, serge cockburn, paul rodriguez, mark adair-rios, tiriel mora, grant piro, mike tyson","australia, united states","pg","action & adventure, comedies","2021-09-01","95","min"
"dear john","movie","lasse hallström","channing tatum, amanda seyfried, richard jenkins, henry thomas, d.j. cotrona, cullen moss, gavin mcculley, jose lucena jr., keith robinson, scott porter","united states","pg-13","dramas, romantic movies","2021-09-01","108","min"
"do the right thing","movie","spike lee","danny aiello, ossie davis, ruby dee, richard edson, giancarlo esposito, spike lee, bill nunn, john turturro, paul benjamin, frankie faison, samuel l. jackson, rosie perez, martin lawrence, miguel sandoval","united states","r","classic movies, comedies, dramas","2021-09-01","120","min"
"el patrón, radiografía de un crimen","movie","sebastián schindel","joaquín furriel, luis ziembrowski, guillermo pfening, mónica lairana, germán de silva, victoria raposo, andrea garrote","argentina, venezuela","tv-ma","dramas, international movies, thrillers","2021-09-01","100","min"
"extraction","movie","steven c. miller","bruce willis, kellan lutz, gina carano, d.b. sweeney, joshua mikel, steve coulter, dan bilzerian, heather johansen","united states, united kingdom, canada","r","action & adventure","2021-09-01","82","min"
"freedom writers","movie","richard lagravenese","hilary swank, patrick dempsey, scott glenn, imelda staunton, april l. hernandez, mario, kristin herrera, jaclyn ngan, sergio montalvo, jason finn, deance wyatt, vanetta smith","germany, united states","pg-13","dramas","2021-09-01","124","min"
"green lantern","movie","martin campbell","ryan reynolds, blake lively, peter sarsgaard, mark strong, tim robbins, jay o. sanders, taika waititi, angela bassett","united states","pg-13","action & adventure, sci-fi & fantasy","2021-09-01","114","min"
"house party","movie","reginald hudlin","christopher reid, christopher martin, robin harris, tisha campbell, a.j. johnson, martin lawrence, paul anthony, bowlegged lou, b-fine, edith fields, kelly jo minter, clifton powell, verda bridges","united states","r","comedies, cult movies","2021-09-01","104","min"
"house party 2","movie","george jackson, doug mchenry","christopher reid, christopher martin, martin lawrence, bowlegged lou, paul anthony, b-fine, tisha campbell, kamron, iman, queen latifah","united states","r","comedies, cult movies, music & musicals","2021-09-01","94","min"
"house party 3","movie","eric meza","christopher reid, christopher martin, tisha campbell, david edwards, angela means, ketty lester, bernie mac, michael colyar, chris tucker, khandi alexander","united states","r","comedies, music & musicals","2021-09-01","94","min"
"how to be a cowboy","tv show","unknown","unknown","unknown","tv-pg","reality tv","2021-09-01","1","Season"
"hq barbers","tv show","gerhard mostert","hakeem kae-kazim, chioma omeruah, orukotan adejola, flora chiedo, emeka nwagbaraocha, anthony oseyemi, oluwabukola thomas, soibifaa dokubo","unknown","tv-14","tv shows","2021-09-01","1","Season"
"i got the hook up","movie","michael martin","master p, anthony johnson, gretchen palmer, frantz turner, richard keats, joe estevez, william knight, anthony boswell, tommy 'tiny' lister, helen martin, john witherspoon, mia x","united states","r","action & adventure, comedies","2021-09-01","93","min"
"in too deep","movie","michael rymer","omar epps, ll cool j, nia long, stanley tucci, pam grier, hill harper, jake weber, david patrick kelly, veronica webb, ron canada, robert lasardo, gano grills, ivonne coll, don harvey, mya, nasir 'nas' jones, jermaine dupri","united states","r","thrillers","2021-09-01","97","min"
"initial d","movie","andrew lau wai-keung, alan mak","jay chou, anne suzuki, edison chen, anthony wong chau-sang, shawn yue, chapman to, jordan chan, kenny bee","china, hong kong","tv-14","action & adventure, international movies","2021-09-01","109","min"
"janoskians: untold and untrue","movie","brett weiner","jai brooks, luke brooks, james yammouni, daniel sahyounie, beau brooks","united states","tv-ma","comedies","2021-09-01","88","min"
"kid-e-cats","tv show","unknown","lori gardner, kate bristol, billy bob thompson, marc thompson, erica schroeder","russia","tv-y","kids' tv","2021-09-01","2","Seasons"
"kuroko's basketball","tv show","unknown","kensho ono, yuki ono, chiwa saito, yoshimasa hosoya, hirofumi nojima, kenji hamada, takuya eguchi, soichiro hoshi, tatsuhisa suzuki, go inoue, daisuke ono, ryohei kimura, junichi suwabe, kazuya nakai, fumiko orikasa, kenichi suzumura, kisho taniyama, hiroshi kamiya","japan","tv-ma","anime series, international tv shows, teen tv shows","2021-09-01","3","Seasons"
"labyrinth","movie","jim henson","david bowie, jennifer connelly, frank oz, kevin clash, anthony asbury, dave goelz, brian henson, ron mueck, karen prell, shari weiser","united kingdom, united states","pg","action & adventure, children & family movies, cult movies","2021-09-01","101","min"
"letters to juliet","movie","gary winick","amanda seyfried, christopher egan, gael garcía bernal, vanessa redgrave, franco nero, luisa ranieri, marina massironi, milena vukotic, marcia debonis, luisa de santis, lidia biondi, giordano formenti, chris egan","united states","pg","comedies, dramas, romantic movies","2021-09-01","105","min"
"level 16","movie","danishka esterhazy","katie douglas, celina martin, peter outerbridge, sara canning, alexis whelan, amalia williamson, josette halpert, kiana madeira","canada","tv-14","sci-fi & fantasy, thrillers","2021-09-01","102","min"
"love don't cost a thing","movie","troy byer","nick cannon, christina milian, kenan thompson, kal penn, steve harvey, al thompson, ashley monique clark, elimu nelson, nichole robinson, melissa schuman","united states","pg-13","comedies, romantic movies","2021-09-01","101","min"
"love in a puff","movie","pang ho-cheung","miriam chin wah yeung, shawn yue, singh hartihan bitto, isabel chan, cheung tat-ming, matt chow, chui tien-you, queenie chu, charmaine fong, vincent kok","hong kong","tv-ma","comedies, dramas, international movies","2018-08-01","103","min"
"love in a puff","movie","pang ho-cheung","miriam chin wah yeung, shawn yue, singh hartihan bitto, isabel chan, cheung tat-ming, matt chow, chui tien-you, queenie chu, charmaine fong, vincent kok","hong kong","tv-ma","comedies, dramas, international movies","2018-08-01","103","min"
"love in a puff","movie","pang ho-cheung","miriam chin wah yeung, shawn yue, singh hartihan bitto, isabel chan, cheung tat-ming, matt chow, chui tien-you, queenie chu, charmaine fong, vincent kok","hong kong","tv-ma","comedies, dramas, international movies","2021-09-01","103","min"
"love in a puff","movie","pang ho-cheung","miriam chin wah yeung, shawn yue, singh hartihan bitto, isabel chan, cheung tat-ming, matt chow, chui tien-you, queenie chu, charmaine fong, vincent kok","hong kong","tv-ma","comedies, dramas, international movies","2021-09-01","103","min"
"major dad","tv show","unknown","gerald mcraney, shanna reed, nicole dubuc, chelsea hertford, marisa ryan, matt mulhern, beverly archer, jon cypher","united states","tv-pg","tv comedies","2021-09-01","4","Seasons"
"mars attacks!","movie","tim burton","jack nicholson, glenn close, annette bening, pierce brosnan, danny devito, martin short, sarah jessica parker, michael j. fox, rod steiger, tom jones, lukas haas, natalie portman","united states","pg-13","comedies, cult movies, sci-fi & fantasy","2021-09-01","106","min"
"marshall","movie","reginald hudlin","chadwick boseman, josh gad, kate hudson, sterling k. brown, dan stevens, james cromwell, keesha sharp, roger guenveur smith, derrick baskin, barrett doss","united states, china, hong kong","pg-13","dramas","2021-09-01","118","min"
"my boss's daughter","movie","david zucker","ashton kutcher, tara reid, jeffrey tambor, andy richter, michael madsen, jon abrahams, david koechner, carmen electra, kenan thompson, terence stamp, molly shannon","united states","r","comedies, romantic movies","2021-09-01","86","min"
"mystery men","movie","kinka usher","ben stiller, hank azaria, william h. macy, janeane garofalo, kel mitchell, paul reubens, wes studi, greg kinnear, geoffrey rush, lena olin, eddie izzard, artie lange, pras, claire forlani, tom waits","united states","pg-13","action & adventure, comedies","2021-09-01","121","min"
"oldsters","tv show","unknown","patricio contreras, alejandro goic, sergio hernández, mariana loyola ruz, alejandro trejo, daniel alcaíno cuevas, nicolás poblete, susana hidalgo, gloria münchmeyer","unknown","tv-ma","crime tv shows, international tv shows, spanish-language tv shows","2021-09-01","1","Season"
"once upon a time in america","movie","sergio leone","robert de niro, james woods, elizabeth mcgovern, treat williams, tuesday weld, burt young, joe pesci, danny aiello, william forsythe, james hayden","italy, united states","r","classic movies, dramas","2021-09-01","229","min"
"open season 2","movie","matthew o'callaghan, todd wilderman","joel mchale, mike epps, jane krakowski, billy connolly, crispin glover, steve schirripa, georgia engel, diedrich bader, cody cameron, fred stoller, olivia hack","united states, canada","pg","children & family movies, comedies","2021-09-01","76","min"
"osmosis jones","movie","bobby farrelly, peter farrelly","chris rock, laurence fishburne, david hyde pierce, brandy norwood, william shatner, ron howard, kid rock, ben stein","united states","pg","action & adventure, children & family movies, comedies","2021-09-01","95","min"
"poseidon","movie","wolfgang petersen","josh lucas, kurt russell, jacinda barrett, richard dreyfuss, emmy rossum, mía maestro, mike vogel, kevin dillon, freddy rodríguez","united states","pg-13","action & adventure, dramas","2021-09-01","98","min"
"rhyme & reason","movie","peter spirer","too $hort, b-real, kurtis blow, da brat, grandmaster caz, sean ""p. diddy"" combs, chuck d., desiree densiti, dr. dre, e-40, mc eiht, heavy d, lauryn hill, ice-t, wyclef jean, ras kass, krs-one, l.v., mack 10, craig mack, method man, keith murray, nasir 'nas' jones, the notorious b.i.g., master p, q-tip, raekwon, redman, senen reyes, busta rhymes, rza, dj scratch, erick sermon, tupac shakur, adario strange, suave","united states","r","documentaries, music & musicals","2021-09-01","89","min"
